task_id,round,acc1,acc5,loss,p_micro,r_micro,f1_micro,p_macro,r_macro,f1_macro,p_weighted,r_weighted,f1_weighted,fpr
3,1,13.583755236210086,40.418519969483995,3.9846173145882524,0.13583755236185485,0.13583755236185485,0.13583755236185485,0.11138555800540309,0.055707141166603184,0.01356716200110809,0.043903849927935425,0.13583755236185485,0.032503232661888024,0.055554780625436846
3,2,13.583765313306932,40.41252409686132,3.989547326782892,0.13583765313282328,0.13583765313282328,0.13583765313282328,0.12684679424180034,0.05570904525391702,0.013571039653150504,0.04458967422248236,0.13583765313282328,0.03250341940862284,0.05555477935718306
3,3,13.583745159113242,40.40506704519615,3.973017432545152,0.1358374515908864,0.1358374515908864,0.1358374515908864,0.09906901418252013,0.05570450046043243,0.013561948016239458,0.043357844326013265,0.1358374515908864,0.03250300774322304,0.05555479318000081
3,4,13.583745159113242,40.39708598449504,3.9415856401880043,0.1358374515908864,0.1358374515908864,0.1358374515908864,0.09906901418252013,0.05570450046043243,0.013561948016239458,0.043357844326013265,0.1358374515908864,0.03250300774322304,0.05555479318000081
3,5,13.583745159113242,40.391593965693616,3.925856364492091,0.1358374515908864,0.1358374515908864,0.1358374515908864,0.09906901418252013,0.05570450046043243,0.013561948016239458,0.043357844326013265,0.1358374515908864,0.03250300774322304,0.05555479318000081
3,6,13.583745159113242,52.34501601329422,3.8865740797760284,0.1358374515908864,0.1358374515908864,0.1358374515908864,0.0990679312704396,0.05570450046043243,0.013561863042401204,0.043357842524777875,0.1358374515908864,0.032503007601883876,0.055554793166691666
3,7,13.583745159113242,40.444115796714485,3.9346503200161482,0.1358374515908864,0.1358374515908864,0.1358374515908864,0.0990679312704396,0.05570450046043243,0.013561863042401204,0.043357842524777875,0.1358374515908864,0.032503007601883876,0.055554793166691666
3,8,13.583755236210086,40.434794482133015,3.960010056533467,0.13583755236185485,0.13583755236185485,0.13583755236185485,0.09909585261515569,0.05570640454774625,0.013565744471410339,0.04335926470985212,0.13583755236185485,0.03250320866492524,0.05555478756778715
3,9,13.583755236210086,40.3582286982618,3.962678390894984,0.13583755236185485,0.13583755236185485,0.13583755236185485,0.09909585261515569,0.05570640454774625,0.013565744471410339,0.04335926470985212,0.13583755236185485,0.03250320866492524,0.05555478756778715
3,10,13.583755236210086,40.34634780006075,3.974678435018954,0.13583755236185485,0.13583755236185485,0.13583755236185485,0.09909585261515569,0.05570640454774625,0.013565744471410339,0.04335926470985212,0.13583755236185485,0.03250320866492524,0.05555478756778715
3,11,13.583755236210086,40.32984151542892,3.9459986527192794,0.13583755236185485,0.13583755236185485,0.13583755236185485,0.09909585261515569,0.05570640454774625,0.013565744471410339,0.04335926470985212,0.13583755236185485,0.03250320866492524,0.05555478756778715
3,12,13.583765313306932,40.34572302005998,3.9691153239845476,0.13583765313282328,0.13583765313282328,0.13583765313282328,0.09912264152479369,0.05570830863506008,0.013569625789417674,0.04336062646907185,0.13583765313282328,0.03250340971446367,0.05555478196888264
3,13,13.583765313306932,40.31358716048162,3.9701163208332884,0.13583765313282328,0.13583765313282328,0.13583765313282328,0.09912264152479369,0.05570830863506008,0.013569625789417674,0.04336062646907185,0.13583765313282328,0.03250340971446367,0.05555478196888264
3,14,13.583765313306932,40.37615585705678,3.973027104044601,0.13583765313282328,0.13583765313282328,0.13583765313282328,0.09912264152479369,0.05570830863506008,0.013569625789417674,0.04336062646907185,0.13583765313282328,0.03250340971446367,0.05555478196888264
3,15,13.583775390403776,40.307238591732784,3.9745207228109085,0.13583775390379174,0.13583775390379174,0.13583775390379174,0.09914836950708196,0.0557102127223739,0.01357350699684116,0.04336193158026812,0.13583775390379174,0.03250361075050124,0.055554776369978125
3,16,13.583775390403776,40.36807402538723,3.9729060374805036,0.13583775390379174,0.13583775390379174,0.13583775390379174,0.09914836950708196,0.0557102127223739,0.01357350699684116,0.04336193158026812,0.13583775390379174,0.03250361075050124,0.055554776369978125
3,17,13.583775390403776,40.30258297299047,3.9733461325813737,0.13583775390379174,0.13583775390379174,0.13583775390379174,0.09914836950708196,0.0557102127223739,0.01357350699684116,0.04336193158026812,0.13583775390379174,0.03250361075050124,0.055554776369978125
3,18,13.583775390403776,40.32179999667717,3.9712559106759535,0.13583775390379174,0.13583775390379174,0.13583775390379174,0.09914836950708196,0.0557102127223739,0.01357350699684116,0.04336193158026812,0.13583775390379174,0.03250361075050124,0.055554776369978125
3,19,13.583775390403776,40.29684910488576,3.971832170327951,0.13583775390379174,0.13583775390379174,0.13583775390379174,0.09914836950708196,0.0557102127223739,0.01357350699684116,0.04336193158026812,0.13583775390379174,0.03250361075050124,0.055554776369978125
3,20,13.583775390403776,40.294118211640814,3.970863553914822,0.13583775390379174,0.13583775390379174,0.13583775390379174,0.09914836950708196,0.0557102127223739,0.01357350699684116,0.04336193158026812,0.13583775390379174,0.03250361075050124,0.055554776369978125
